"","Name","Publisher","Developer","Puntajes Cr?ticos","n? criticas criticos","Puntajes usuarios","n? cr?ticas usuarios"
"6451","Secret Files 2: Puritas Cordis","Deep Silver","Fusionsphere Systems, Animation Arts","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6452","Monster Kingdom: Jewel Summoner","Sony Computer Entertainment","Gaia (Sony)","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6453","Railroad Tycoon 3","Gathering of Developers","PopTop Software","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6454","S.T.A.L.K.E.R.: Clear Sky","Deep Silver","GSC Game World","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6455","Painkiller: Hell Wars","DreamCatcher Interactive","People Can Fly","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6456","FunkMaster Flex's Digital Hitz Factory","Jester Interactive","Jester Interactive","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6457","World in Conflict","Vivendi Games","Massive Entertainment","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6458","Tomb Raider: Anniversary","Eidos Interactive","Nixxes Software","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6459","Infamous: First Light","Sony Computer Entertainment","Sucker Punch","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6460","Tour de France 2014","Focus Home Interactive","Cyanide","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6461","RedCard 20-03","Midway Games","Point of View","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6462","Bounty Hounds","Namco Bandai Games","Xpec","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6463","TOCA Race Driver 3","Codemasters","Codemasters","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6464","Silent Scope","Konami Digital Entertainment","Now Production","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6465","The Cursed Crusade","DTP Entertainment","Kylotonn","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6466","Hotel Giant 2","JoWood Productions","Enlight Software","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"6467","DarkStar One","Ubisoft","Ascaron Entertainment GmbH","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6468","Hitman: Blood Money","Eidos Interactive","Io Interactive","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6469","Duke Nukem 3D: 20th Anniversary World Tour","Gearbox Software","Gearbox Software","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6470","Section 8","SouthPeak Games","TimeGate Studios","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6471","Sabre Wulf","THQ","Rare Ltd.","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6472","Alpha Protocol","Sega","Obsidian Entertainment","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6473","Planescape: Torment","Interplay","Black Isle Studios","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6474","Star Wars Jedi Knight: Jedi Academy","Activision","Raven Software","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6475","Red Faction II","THQ","Cranky Pants Games","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6476","Battle Engine Aquila","Atari","Lost Toys","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6477","Special Forces: Nemesis Strike","Hip Interactive","Asobo Studio","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6478","Women's Volleyball Championship","Spike","Spike","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"6479","Crimson Tears","Capcom","DreamFactory","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6480","Battle Assault 3 featuring Gundam Seed","Namco Bandai Games","Natsume","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6481","WRC: FIA World Rally Championship","Sony Computer Entertainment","Traveller's Tales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6482","Rapala Tournament Fishing!","Activision","FUN Labs","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6483","Superstars V8 Racing","Black Bean Games","Milestone S.r.l","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6484","JoJo's Bizarre Adventure: Eyes of Heaven","Namco Bandai Games","CyberConnect2","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6485","Supreme Ruler: Cold War","Paradox Interactive","BattleGoat Studios","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6486","Rise of Nations: Rise of Legends","Microsoft Game Studios","Big Huge Games","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6487","The Sum of All Fears","Ubisoft","Ubisoft Shanghai","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"6488","Yumi's Odd Odyssey","Agatsuma Entertainment","Studio Saizensen","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6489","EverBlue 2","Capcom","Arika","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6490","Electroplankton","Nintendo","Indies Zero","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6491","FIFA World Cup: Germany 2006","Electronic Arts","EA Canada","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6492","Earthworm Jim 2","Vivendi Games","Super Empire","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6493","Dungeon Maker: Hunting Ground","Global A Entertainment","Global A","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6494","MotoGP","Sony Computer Entertainment","Namco Bandai Games","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6495","Apache: Air Assault","Just Flight","Gaijin Entertainment","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6496","Call of Juarez: Bound in Blood","Ubisoft","Techland","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6497","Red Faction: Guerrilla","THQ","Volition Inc., Reactor Zero","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6498","Deus Ex: Mankind Divided","Square Enix","Eidos Montreal, Nixxes Software","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6499","Astonishia Story","Ubisoft","Sonnori","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6500","Prince of Persia: The Forgotten Sands","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6501","RACE On","bitComposer Games","SimBin","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6502","Song of the Deep","Insomniac Games","Insomniac Games","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6503","Tork: Prehistoric Punk","Microsoft Game Studios","Tiwak","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6504","Overlord II","Codemasters","Triumph Studios","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6505","Jikandia: The Timeless Land","Idea Factory","Opus Studio","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6506","Toy Shop","Majesco Entertainment","Gameinvest, Seed Studios, Lda","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6507","DiRT Rally","Codemasters","Codemasters","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6508","Trials Fusion","Ubisoft","RedLynx","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6509","Prison Architect","Introversion Software","Introversion, Double Eleven","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6510","Sorcery Saga: The Curse of the Great Curry God","Rising Star Games","Zerodiv","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6511","Dance Factory","Codemasters","Broadsword Interactive","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6512","The Legend of Heroes III: Song of the Ocean","Namco Bandai Games","Microvision","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6513","Combat Mission: Shock Force","Paradox Interactive","Big Time Software","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"6514","F1 2002","Electronic Arts","EA Sports","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6515","Men of War","505 Games","Best Way","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6516","Alter Ego","Activision","Viva Media, Viva Media, LLC","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6517","Zero Escape: Virtue's Last Reward","Rising Star Games","ChunSoft","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6518","Darkstalkers Resurrection","Capcom","Iron Galaxy Studios","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6519","Transformers: Devastation","Activision","PlatinumGames","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6520","The Golf Club","Unknown","HB Studios Multimedia","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6521","Neverwinter Nights","Atari","BioWare","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6522","Digimon World 4","Atari","Bandai","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6523","Guilty Gear XX Accent Core Plus","PQube","Arc System Works","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6524","Galleon: Islands of Mystery","SCi","Confounding Factor","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6525","Sunny Garcia Surfing","Ubisoft","Krome Studios","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6526","Lock On: Modern Air Combat","Ubisoft","Eagle Dynamics","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6527","Worms: WMD","Sold Out","Team 17","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6528","Rabbids Land","Ubisoft","Ubisoft Paris","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6529","Guild Wars","NCSoft","ArenaNet","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6530","Take On Helicopters","Unknown","Bohemia Interactive","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6531","S.L.A.I.: Steel Lancer Arena International","Konami Digital Entertainment","Genki","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6532","Nacho Libre","Majesco Entertainment","BudCat","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6533","Homeworld 2","Vivendi Games","Relic","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6534","Rayman 3: Hoodlum Havoc","Ubisoft","Ubisoft","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6535","Graffiti Kingdom","505 Games","Taito Corporation","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6536","Klonoa 2: Dream Champ Tournament","Namco Bandai Games","Namco","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6537","N+","Atari","Metanet Software Inc., SilverBirch Studios","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6538","Knights of Honor","Sunflowers","Black Sea Studios","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6539","Empire Earth II","Vivendi Games","Mad Doc Software","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6540","Hot Pixel","Atari","zSlide","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6541","Valentino Rossi: The Game","Namco Bandai Games","Milestone S.r.l","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6542","Codename: Panzers Cold War","Atari","Stormregion","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6543","Star Wars: The Force Unleashed II","LucasArts","LucasArts","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6544","Atomic Betty","Atari","Big Blue Bubble Inc., Breakthrough New Media","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6545","Doom","id Software","id Software","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6546","Street Jam Basketball","Zoo Digital Publishing","Prograph","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6547","SimCity","Maxis","Maxis","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios bajo","n? cr?ticas usuarios intermedio"
"6548","Harry Potter and the Half-Blood Prince","Electronic Arts","EA Bright Light","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6549","Doom 3 BFG Edition","Bethesda Softworks","id Software","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
