"","Name","Publisher","Developer","Puntajes Cr?ticos","Puntajes usuarios"
"920","Need for Speed: The Run","Electronic Arts","Black Box","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"921","Crash Bandicoot 2: N-Tranced","Vivendi Games","Vicarious Visions","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"922","Titanfall","Electronic Arts","Bluepoint Games","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"923","Dead to Rights","Electronic Arts","Namco","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"924","WWE '13","THQ","THQ","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"925","Hasbro Family Game Night 2","Electronic Arts","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"926","Gardening Mama","505 Games","Taito Corporation","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"927","Burnout Paradise","Electronic Arts","Criterion Games","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"928","Middle-Earth: Shadow of Mordor","Warner Bros. Interactive Entertainment","Monolith Productions","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"929","MotorStorm: Pacific Rift","Sony Computer Entertainment","Evolution Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"930","Samurai Warriors","Electronic Arts","Omega Force","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"931","Battlefield 4","Electronic Arts","EA DICE","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"932","Gears of War 4","Microsoft Game Studios","The Coalition","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"933","FIFA Soccer 08","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"934","FIFA Soccer 09","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"935","FIFA Soccer 08","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"936","Test Drive","Atari","Pitbull Syndicate","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"937","Devil May Cry 4","Capcom","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"938","Tom Clancy's Rainbow Six: Vegas 2","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"939","Metroid: Other M","Nintendo","Team Ninja","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"940","Crysis 2","Electronic Arts","Crytek","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"941","Chrono Trigger","Square Enix","TOSE","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"942","Marvel vs. Capcom 3: Fate of Two Worlds","Capcom","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"943","Doom 3","Activision","Vicarious Visions","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"944","Tom Clancy's Rainbow Six: Siege","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"945","F1 2010","Codemasters","Codemasters Birmingham","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"946","Monster Hunter Freedom","Capcom","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"947","Donkey Kong Jungle Beat","Nintendo","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"948","Need for Speed Carbon","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"949","Lost Planet: Extreme Condition","Capcom","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"950","Max Payne 2: The Fall of Max Payne","Take-Two Interactive","Rockstar Vienna","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"951","Battlefield: Bad Company","Electronic Arts","EA DICE","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"952","MVP Baseball 2004","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"953","Alan Wake","Microsoft Game Studios","Remedy Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"954","Metroid Prime 2: Echoes","Nintendo","Retro Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"955","Corvette","TDK Mediactive","Steel Monkeys","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"956","WWE SmackDown vs Raw 2008","THQ","Yuke's","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"957","Skylanders SWAP Force","Activision","Vicarious Visions","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"958","Grand Theft Auto: Chinatown Wars","Take-Two Interactive","Rockstar Leeds","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"959","UFC Undisputed 2010","THQ","Yuke's","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"960","World of Warcraft: Wrath of the Lich King","Activision","Blizzard Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"961","NFL 2K3","Atari","Visual Concepts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"962","Assassin's Creed III: Liberation","Ubisoft","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"963","Your Shape: Fitness Evolved","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"964","Need for Speed Underground Rivals","Electronic Arts","Team Fusion","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"965","Rage","Bethesda Softworks","id Software","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"966","LEGO Harry Potter: Years 1-4","Warner Bros. Interactive Entertainment","Traveller's Tales","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"967","Madagascar","Activision","Toys for Bob","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"968","The Witcher 3: Wild Hunt","Namco Bandai Games","CD Projekt Red Studio","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"969","Turok: Evolution","Acclaim Entertainment","Acclaim","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"970","[Prototype]","Activision","Radical Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"971","Burnout 3: Takedown","Electronic Arts","Criterion Games","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"972","The Beatles: Rock Band","MTV Games","Harmonix Music Systems","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"973","NBA Live 07","Electronic Arts","EA Sports","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"974","Yoshi's Woolly World","Nintendo","Good-Feel","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"975","Skylanders Giants","Activision","Toys for Bob","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"976","SingStar '80s","Sony Computer Entertainment","SCEA","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"977","Tekken 6","Namco Bandai Games","Namco Bandai Games America, Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"978","Assassin's Creed Syndicate","Ubisoft","Ubisoft Quebec","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"979","Pokemon Ranger: Guardian Signs","Nintendo","Creatures Inc.","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"980","LEGO Batman: The Videogame","Warner Bros. Interactive Entertainment","Traveller's Tales","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"981","Crysis 2","Electronic Arts","Crytek","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"982","Pirates of the Caribbean: The Curse of the Black Pearl","TDK Mediactive","Pocket Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"983","Namco Museum DS","Atari","M2","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"984","Deal or No Deal","Zoo Games","Artefacts Studio","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"985","Transformers","Atari","Melbourne House","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"986","Dying Light","Warner Bros. Interactive Entertainment","Techland","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"987","Fallout 4","Bethesda Softworks","Bethesda Game Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"988","Sonic Colors","Sega","Dimps Corporation","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"989","Assassin's Creed: Rogue","Ubisoft","Ubisoft Sofia","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"990","EA Playground","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"991","The Elder Scrolls Online","Bethesda Softworks","ZeniMax Media","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"992","Champions of Norrath","Sony Online Entertainment","Snowblind Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"993","LEGO Batman: The Videogame","Warner Bros. Interactive Entertainment","Traveller's Tales","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"994","Manhunt","Take-Two Interactive","Rockstar North","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"995","Need for Speed Carbon","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"996","Silent Hill 2","Konami Digital Entertainment","KCET","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"997","Castlevania: Symphony of the Night","Konami Digital Entertainment","Konami","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"998","Guitar Hero: Aerosmith","Activision","Vicarious Visions","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"999","The LEGO Movie Videogame","Warner Bros. Interactive Entertainment","TT Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1000","The Sims 2: Nightlife","Electronic Arts","Maxis","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1001","Dark Souls II","Namco Bandai Games","From Software","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1002","Kid Icarus: Uprising","Nintendo","Opus, Project Sora","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1003","Pokemon Mystery Dungeon: Gates to Infinity","Nintendo","Nintendo, Spike Chunsoft","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"1004","LEGO Batman: The Videogame","Warner Bros. Interactive Entertainment","Traveller's Tales","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1005","NBA 2K9","Take-Two Interactive","Visual Concepts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"1006","Tony Hawk's Underground","Activision","Neversoft Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1007","Metal Gear Solid V: Ground Zeroes","Konami Digital Entertainment","Kojima Productions","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1008",".hack//Infection Part 1","Atari","CyberConnect2","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1009","Jillian Michaels' Fitness Ultimatum 2009","Deep Silver","3G Studios","Puntajes Cr?ticos bajo","Puntajes usuarios muy bajo"
"1010","Valkyria Chronicles","Sega","Sega","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1011","WWE '12","THQ","Yuke's","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1012","Sonic Adventure DX: Director's Cut","Sega","Sonic Team","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"1013","Battle Arena Toshinden","Sony Computer Entertainment","Tamsoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1014","WWE '13","THQ","THQ, Yuke's","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1015","Final Fantasy X / X-2 HD Remaster","Square Enix","Virtuos","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1016","Need for Speed Rivals","Electronic Arts","Ghost Games","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"1017","EA Sports Active 2","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1018","Rockstar Games presents Table Tennis","Take-Two Interactive","Rockstar San Diego","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"1019","Football Manager 2011","Sega","Sports Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1020","Tamagotchi Connection: Corner Shop","Atari","NanaOn-Sha","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"1021","Tomb Raider: Underworld","Eidos Interactive","Nixxes Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1022","LEGO Battles","Warner Bros. Interactive Entertainment","Hellbent Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1023","NBA Live 2001","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"1024","Saints Row IV","Deep Silver","Volition Inc.","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1025","Star Wars: The Force Unleashed","LucasArts","Krome Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1026","SOCOM: U.S. Navy SEALs Confrontation","Sony Computer Entertainment","Slant Six","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1027","Need for Speed: Most Wanted","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1028","Pokemon XD: Gale of Darkness","Nintendo","Genius Sonority Inc.","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1029","Black","Electronic Arts","Criterion Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1030","Tom Clancy's Rainbow Six: Vegas","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"1031","LittleBigPlanet PS Vita","Sony Computer Entertainment","Tarsier Studios, Double Eleven","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1032","Pokemon Super Mystery Dungeon","Nintendo","Spike Chunsoft Co. Ltd., Spike Chunsoft","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1033","RollerCoaster Tycoon 2","Atari","Chris Sawyer","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1034","Lara Croft Tomb Raider: The Angel of Darkness","Eidos Interactive","Core Design Ltd.","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"1035","Tom Clancy's Splinter Cell: Pandora Tomorrow","Ubisoft","Ubisoft Shanghai","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1036","Ratchet: Deadlocked","Sony Computer Entertainment","Insomniac Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1037","Winter Sports: The Ultimate Challenge","RTL","49Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"1038","Baldur's Gate: Dark Alliance","Virgin Interactive","Snowblind Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1039","Oddworld: Abe's Oddysee","GT Interactive","Oddworld Inhabitants","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1040","Ridge Racer V","Namco Bandai Games","Namco","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1041","WWE SmackDown vs. Raw 2009","THQ","Yuke's","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1042","LEGO Harry Potter: Years 5-7","Warner Bros. Interactive Entertainment","Traveller's Tales","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1043","Star Wars Episode III: Revenge of the Sith","Activision","Double Helix Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1044","[Prototype]","Activision","Radical Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1045","FIFA Street","Electronic Arts","EA Sports","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1046","Frogger: The Great Quest","Konami Digital Entertainment","Konami","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"1047","Madden NFL 17","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"1048","Ninja Gaiden","Microsoft Game Studios","Team Ninja","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1049","Crash Bandicoot: The Wrath of Cortex","Universal Interactive","Traveller's Tales","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1050","Driv3r","Atari","Reflections Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"1051","Assassin's Creed: Bloodlines","Ubisoft","Griptonite Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1052","LEGO The Lord of the Rings","Warner Bros. Interactive Entertainment","TT Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1053","Hyrule Warriors","Nintendo","Omega Force","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1054","Donkey Kong Country 2","Nintendo","Rare Ltd.","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1055","Guitar Hero: Aerosmith","Activision","Neversoft Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1056","Need for Speed Carbon","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1057","Ben 10: Protector of Earth","D3Publisher","High Voltage Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1058","2010 FIFA World Cup South Africa","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"1059","Tales of Xillia","Namco Bandai Games","Bandai Namco Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1060","Diddy Kong Racing DS","Nintendo","Rare Ltd.","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1061","Mario Power Tennis","Nintendo","Camelot Software Planning","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1062","Golden Sun: The Lost Age","Nintendo","Camelot Software Planning","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1063","Max Payne","Take-Two Interactive","neo Software","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1064","NBA 2K2","Sega","Visual Concepts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"1065","NASCAR Thunder 2003","Unknown","EA Sports","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1066","Cars","THQ","Rainbow Studios","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1067","Fuzion Frenzy","Microsoft Game Studios","Blitz Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1068","Call of Duty: Finest Hour","Activision","Spark Unlimited","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"1069","Final Fantasy IV","Square Enix","Matrix Software","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"1070","Star Wars: Battlefront II","LucasArts","Savage Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"1071","Super Street Fighter IV: 3D Edition","Capcom","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1072","Sly Cooper and the Thievius Raccoonus","Sony Computer Entertainment","Sucker Punch","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"1073","WWE 2K16","Take-Two Interactive","Yuke's","Puntajes Cr?ticos alto","Puntajes usuarios alto"
